x0,x1,x2,x3,y,x4,x5
0.73,A1,A2,62.0,3780.0,5.73,5.79
2.44,A2,,60.1,16533.0,8.75,8.83
0.53,A1,A2,61.9,1867.0,5.2,5.23
1.01,,,60.3,5231.0,6.51,6.53
2.08,A1,A1,61.8,18124.0,8.22,8.18
0.36,A0,A0,62.2,756.0,4.57,4.53
1.52,A1,A7,62.2,10609.0,7.33,7.27
1.53,A0,A4,60.8,11413.0,7.41,7.36
0.5,A1,A2,61.8,2297.0,5.1,5.13
1.0,A0,A0,61.4,5096.0,6.4,6.34
0.4,,A4,63.1,967.0,4.7,4.74
1.58,A1,A0,61.6,7592.0,7.53,7.5
0.71,A2,A0,63.5,2685.0,5.63,5.68
0.56,A2,A0,63.2,1286.0,5.27,5.23
1.5,A2,,63.2,6028.0,7.29,7.24
1.51,,A0,61.7,9177.0,7.27,7.31
0.74,A2,A3,62.8,3323.0,5.73,5.76
0.9,,A3,63.0,4643.0,6.07,6.15
0.7,A1,A0,61.9,2567.0,5.66,5.69
1.04,A1,A4,62.7,5577.0,6.43,6.49
,A3,A4,63.9,457.0,4.28,4.3
1.38,A0,A4,62.4,10850.0,7.14,7.09
0.31,,A3,63.1,628.0,4.32,4.27
0.9,A2,A6,61.9,2199.0,6.16,6.18
1.55,,A4,61.2,,7.49,7.47
0.32,A1,A2,62.0,1080.0,4.4,4.38
0.36,A1,A2,61.8,794.0,4.59,4.61
1.24,A1,A3,62.8,5451.0,6.83,6.8
0.32,A0,A3,62.6,702.0,4.36,4.4
2.04,A2,A1,61.4,15092.0,8.04,8.11
0.9,A1,A0,61.2,5226.0,6.25,6.21
0.9,,A3,64.5,4125.0,6.07,6.03
0.31,A1,A4,61.1,774.0,4.37,4.4
0.34,A1,A7,61.6,1084.0,4.51,4.48
1.51,,A6,57.0,5979.0,7.48,7.53
0.9,A0,A0,59.0,3508.0,6.34,6.3
1.02,A2,A1,63.3,4478.0,6.42,6.32
1.0,,A4,61.9,8333.0,6.4,6.36
0.36,A0,A7,59.4,,4.69,4.61
2.3,A3,A1,63.8,12944.0,8.4,8.35
0.74,,A4,62.1,3872.0,5.8,5.82
1.57,,A0,62.4,8221.0,7.51,7.4
0.32,A1,A4,61.7,828.0,4.43,4.39
0.38,A1,A7,60.0,1064.0,4.71,4.76
0.9,A2,A1,62.6,3662.0,6.09,6.18
0.72,,A0,61.4,2548.0,5.79,5.81
0.4,A2,A5,62.3,1111.0,4.65,4.69
0.32,A0,A0,62.0,624.0,4.43,4.38
0.42,,A2,61.6,1069.0,4.84,4.87
0.4,A1,A4,62.2,658.0,4.73,4.75
0.5,A4,A1,58.0,851.0,5.26,5.17
0.51,A1,A2,60.1,1974.0,5.22,5.19
0.55,,A5,61.7,1712.0,5.29,5.24
0.51,A1,A1,61.3,1091.0,5.15,5.19
0.5,,A1,61.4,1107.0,5.1,5.13
0.32,,A2,61.2,,4.44,4.39
0.7,,A0,62.0,2048.0,5.65,5.7
2.07,A0,A3,61.2,18359.0,8.2,8.18
0.82,,A3,62.2,2716.0,6.03,5.97
1.21,,A3,61.5,10177.0,6.88,6.89
0.34,,A5,63.2,775.0,4.41,4.45
0.7,A0,A4,61.0,3501.0,5.79,5.72
2.2,,A0,61.7,18059.0,8.41,8.37
1.01,,A1,63.7,3999.0,6.32,6.37
0.51,,A3,61.6,1985.0,5.15,5.2
0.71,A1,A2,60.2,2817.0,5.84,5.89
0.43,A0,A1,61.1,919.0,4.9,4.86
1.02,A1,,62.4,7440.0,6.41,6.43
1.0,,A3,62.0,3835.0,6.36,6.45
1.1,,A4,62.3,5864.0,6.64,6.6
0.3,A0,A3,62.2,911.0,4.3,4.25
0.8,,A3,61.2,2918.0,5.98,6.05
0.5,A3,A2,64.8,1917.0,4.97,5.0
1.0,A2,A3,61.0,7607.0,6.41,6.48
0.73,A0,A3,61.6,2821.0,5.77,5.73
0.71,A1,A0,61.8,2717.0,5.72,5.76
1.5,A0,A1,62.8,7715.0,7.34,7.25
0.7,,A3,62.4,2398.0,5.63,5.72
0.9,A3,A3,57.7,4717.0,6.34,6.32
0.71,,A4,61.3,3480.0,5.76,5.78
0.8,A2,A3,63.1,3135.0,5.94,5.89
0.3,A1,A5,62.6,857.0,4.26,4.29
1.01,A3,,63.8,7127.0,6.25,6.23
0.4,,A1,60.0,855.0,4.84,4.8
1.18,A2,A6,62.5,3894.0,6.62,6.75
0.34,,A6,55.8,,4.72,4.6
0.76,A2,A1,62.0,2422.0,5.82,5.86
0.7,A1,A3,62.7,3011.0,5.66,5.69
0.31,,,61.7,890.0,4.38,4.41
0.43,,A1,58.3,813.0,4.97,4.91
1.03,A1,A3,62.3,6922.0,6.52,6.49
0.71,A2,A3,63.4,1840.0,5.65,5.61
0.32,A0,A3,60.8,720.0,4.44,4.41
,,A1,61.8,4442.0,6.58,6.63
0.9,A1,A1,62.8,3104.0,6.19,6.14
2.01,,A0,60.6,,8.05,8.08
0.3,A1,,61.9,,4.27,4.29
1.1,,A4,62.3,6586.0,6.57,6.61
2.33,A0,A0,61.1,11638.0,8.6,8.56
0.39,A1,A1,61.0,614.0,4.74,4.77
1.71,A1,A3,61.8,16817.0,7.7,7.6
0.71,A2,A0,62.3,2104.0,5.7,5.76
0.4,,A0,62.0,990.0,4.71,4.68
0.31,,A3,62.2,,4.3,4.35
0.76,A1,A0,62.0,,5.89,5.85
1.18,,A5,60.4,12175.0,6.82,6.86
0.31,A0,A5,61.4,1046.0,4.35,4.32
0.31,A0,A4,62.6,,4.3,4.32
0.7,A1,A0,62.7,2774.0,5.68,5.74
0.3,A1,A3,62.0,710.0,4.33,4.35
0.42,A1,A1,61.5,682.0,4.83,4.79
1.2,A0,A3,62.6,,6.76,6.68
1.5,,A0,56.7,7912.0,7.52,7.57
0.3,,A3,60.7,407.0,4.32,4.34
0.33,A0,A0,61.3,572.0,4.51,4.46
0.41,,A2,61.6,1061.0,4.78,4.76
1.2,A0,A3,60.8,,6.85,6.89
0.43,A0,A3,61.1,867.0,4.83,4.86
0.34,A1,A7,59.8,2346.0,4.59,4.57
0.4,,A4,62.1,,4.75,4.78
0.73,A1,A1,59.9,2059.0,5.87,5.82
0.3,A0,A7,61.9,1097.0,4.3,4.26
0.42,A1,A7,61.7,1273.0,4.84,4.82
0.27,,A4,62.2,432.0,4.15,4.18
1.2,,A1,58.8,5211.0,6.94,6.98
1.02,,,65.7,5681.0,6.23,6.31
0.33,,A7,60.5,959.0,4.54,4.52
0.49,,,60.6,1026.0,5.1,5.06
1.16,A3,A2,61.6,5831.0,6.79,6.85
2.02,A1,A1,62.1,10826.0,8.13,8.09
0.32,A1,A7,61.3,943.0,4.42,4.46
1.01,A3,A0,63.3,4781.0,6.24,6.31
1.24,A1,A3,61.4,9073.0,6.98,6.86
0.32,A3,A3,63.4,645.0,4.32,4.36
0.3,,A7,62.0,956.0,4.31,4.3
0.6,A2,A4,61.4,2431.0,5.41,5.44
,A1,A0,60.8,,4.84,4.8
,,A3,61.8,734.0,4.36,4.41
1.54,A0,A3,59.8,9659.0,7.61,7.53
0.31,A0,A7,61.7,1046.0,4.36,4.33
0.27,A1,A5,62.5,760.0,4.1,4.14
0.7,,A3,59.7,2999.0,5.82,5.78
0.5,A3,A0,63.8,1433.0,5.03,5.0
0.71,A2,A5,63.5,2456.0,5.65,5.68
2.4,A0,A0,59.7,15920.0,8.75,8.71
0.54,A4,A0,64.8,1944.0,5.11,5.05
1.01,A2,A1,63.0,3966.0,6.29,6.34
0.3,,A4,62.6,526.0,4.26,4.3
0.61,,A3,61.0,2207.0,5.49,5.53
0.7,,A1,63.5,2453.0,5.6,5.68
0.41,,A4,62.7,1076.0,4.77,4.74
0.33,A2,A3,61.4,521.0,4.44,4.49
1.76,A1,A3,60.3,17442.0,7.9,7.83
0.9,,A0,62.3,3308.0,6.12,6.18
0.32,,A0,63.9,554.0,4.36,4.34
0.51,A1,A3,60.4,1781.0,5.18,5.15
0.53,A0,A3,60.9,1122.0,5.27,5.2
1.02,,A7,62.2,12030.0,6.44,6.38
0.9,A2,A3,62.3,4924.0,6.14,6.16
0.97,A0,A1,61.3,4101.0,6.37,6.32
0.23,A2,A3,62.5,373.0,3.91,3.96
0.74,,A1,63.2,2042.0,5.75,5.71
1.1,,A4,61.7,5544.0,6.65,6.62
0.42,A2,A1,59.5,573.0,4.85,4.9
0.32,A0,A0,60.5,612.0,4.43,4.39
0.31,,A7,62.1,979.0,4.33,4.36
0.33,A2,A4,60.1,696.0,4.46,4.49
0.37,A0,A0,61.8,833.0,4.64,4.59
0.72,A2,A0,63.1,2723.0,5.69,5.72
0.33,A1,A2,62.4,1067.0,4.43,4.41
0.3,,A5,62.1,862.0,4.27,4.3
1.24,A3,A1,63.7,4861.0,6.77,6.7
0.37,A1,A5,61.4,936.0,4.67,4.71
0.28,A1,A2,62.2,497.0,4.21,4.24
1.01,A0,A0,62.9,4242.0,6.37,6.34
0.31,,A4,63.1,544.0,4.26,4.3
0.57,A0,A0,61.4,1608.0,5.28,5.34
0.4,,A5,63.7,1116.0,4.65,4.68
0.61,A2,A0,59.7,1548.0,5.5,5.43
0.54,A1,A3,60.8,1754.0,5.24,5.29
0.68,A4,,58.0,1633.0,5.85,5.7
1.51,A3,A0,63.7,8313.0,7.22,7.26
0.41,A1,,62.3,1295.0,4.74,4.76
1.02,A1,A3,62.7,4281.0,6.37,6.43
0.6,A1,A2,61.3,2467.0,5.43,5.46
1.38,A4,A1,61.2,4730.0,7.19,7.13
1.1,A0,A0,62.1,4354.0,6.61,6.59
1.52,,A0,60.6,14295.0,7.4,7.46
1.22,A1,A1,61.8,4612.0,6.9,6.83
1.01,,A0,62.7,4812.0,6.37,6.39
1.11,A2,A0,60.8,,6.62,6.77
0.33,A1,A5,61.0,971.0,4.49,4.52
1.09,A1,A1,62.0,5306.0,6.62,6.58
0.4,,A2,62.0,,4.74,4.77
0.53,A1,,60.9,1700.0,5.19,5.25
0.3,A2,A5,63.1,819.0,4.34,4.28
1.2,,A0,61.2,7920.0,6.87,6.88
0.75,A1,A5,60.6,5288.0,5.88,5.94
1.2,A1,A4,61.0,11053.0,6.79,6.85
0.34,,A2,61.2,995.0,4.5,4.46
1.01,A3,A2,63.3,5988.0,6.35,6.39
1.22,,A3,62.7,5930.0,6.77,6.73
0.83,,A5,61.9,4963.0,6.03,6.05
0.74,A1,A5,62.1,3388.0,5.78,5.82
0.55,A1,A2,60.8,2064.0,5.27,5.31
0.56,A1,A4,61.1,2010.0,5.29,5.34
1.01,A3,A0,57.8,4989.0,6.65,6.6
1.69,A2,A1,62.6,10317.0,7.53,7.61
1.21,,A3,61.7,6478.0,6.85,6.83
0.41,A1,A4,61.2,1018.0,4.77,4.81
0.51,A0,A1,60.7,1211.0,5.21,5.17
0.52,,A5,58.8,2553.0,5.31,5.27
0.65,,A4,59.3,2406.0,5.64,5.76
1.0,,A0,61.7,5239.0,6.34,6.47
0.93,A2,A1,63.5,3420.0,6.14,6.05
0.72,A1,A2,61.8,3417.0,5.75,5.77
1.06,A1,A0,61.2,4749.0,6.6,6.57
0.94,A0,A0,58.4,4817.0,6.51,6.41
0.58,A3,,62.2,2494.0,5.37,5.44
0.59,A1,,62.0,2761.0,5.38,5.43
1.43,A2,A0,63.5,9450.0,7.24,7.09
1.01,,A0,61.6,5543.0,6.47,6.43
0.5,A2,A3,59.4,1436.0,5.19,5.22
0.52,A1,A3,61.4,,5.23,5.2
0.92,A0,A3,61.6,4287.0,6.3,6.24
0.72,,A3,61.7,1941.0,5.67,5.77
1.12,A2,A0,62.5,5088.0,6.6,6.64
0.91,,A0,63.0,4352.0,6.15,6.11
0.5,A2,A0,63.1,1181.0,5.02,4.96
0.32,A2,A3,58.8,646.0,4.49,4.52
0.25,A2,A2,59.5,696.0,4.14,4.19
0.56,,A4,59.8,1951.0,5.35,5.36
0.78,A2,A1,61.5,2307.0,5.88,5.95
0.37,A1,,62.6,811.0,4.56,4.61
0.3,,A0,62.0,477.0,4.33,4.38
0.33,A1,A4,60.9,957.0,4.5,4.47
0.74,,A1,61.7,2501.0,5.78,5.82
1.51,,A1,61.8,7441.0,7.36,7.3
2.37,A0,A3,61.6,14837.0,8.7,8.6
0.75,A3,,63.2,2278.0,5.76,5.82
0.91,,A3,59.6,3853.0,6.29,6.25
0.57,A1,A2,61.9,2039.0,5.29,5.3
0.5,,A3,63.2,1410.0,4.99,5.04
1.01,A1,A0,62.2,4836.0,6.43,6.37
1.5,A1,A4,62.2,10406.0,7.33,7.4
0.33,,A7,61.9,1052.0,4.46,4.42
0.31,A1,A5,62.1,828.0,4.35,4.38
0.52,A1,A3,61.2,,5.19,5.37
,,A0,62.2,4612.0,6.18,6.11
0.23,A0,A4,61.8,,3.95,3.91
0.23,,A2,61.0,530.0,3.98,4.02
0.52,,A4,62.6,1815.0,5.11,5.08
1.49,,A4,60.8,12900.0,7.41,7.36
0.27,,A2,61.0,504.0,4.19,4.22
1.5,,A0,65.1,10374.0,7.1,7.01
0.41,A0,A4,61.7,961.0,4.78,4.75
0.31,A2,A2,62.0,754.0,4.36,4.39
0.34,A3,,63.9,650.0,4.43,4.4
0.36,,A1,62.4,471.0,4.54,4.56
0.57,A1,A4,60.8,1899.0,5.36,5.39
0.41,A1,A2,62.0,1187.0,4.72,4.76
,A2,A1,61.2,14775.0,8.49,8.38
1.2,A1,A0,63.5,5376.0,6.75,6.71
0.31,A2,A3,60.0,489.0,4.4,4.43
1.01,A0,A1,62.6,4751.0,6.35,6.33
1.2,A0,A1,62.5,5280.0,6.76,6.81
0.36,A1,A2,61.9,,4.57,4.61
0.31,A1,A7,61.7,891.0,4.34,4.38
0.31,A1,A0,61.5,732.0,4.35,4.33
0.45,,A5,61.8,1833.0,4.92,4.95
0.3,,A4,60.8,742.0,4.31,4.34
0.58,A0,A4,61.5,,5.41,5.35
0.59,,A7,60.9,4916.0,5.41,5.39
0.71,,A4,61.5,,5.7,5.74
0.33,,A4,61.5,699.0,4.45,4.48
1.51,A3,A2,63.8,13275.0,7.28,7.24
0.4,,A4,61.2,1053.0,4.74,4.77
0.71,A1,A3,62.5,2543.0,5.67,5.72
1.03,A3,A1,57.7,4095.0,6.68,6.64
0.51,A2,A5,62.9,1800.0,5.08,5.12
0.3,A1,A4,62.5,778.0,4.3,4.28
0.5,,A4,61.6,1554.0,5.06,5.14
0.3,A1,,62.3,615.0,4.31,4.33
1.07,A0,A4,62.0,7909.0,6.58,6.49
1.27,A2,,60.6,5715.0,6.97,7.0
1.05,A2,A1,63.0,4158.0,6.44,6.48
0.57,A2,A0,60.3,1608.0,5.34,5.4
0.52,,A4,59.1,1875.0,5.31,5.38
0.61,,,62.8,1877.0,5.4,5.42
1.01,A1,A0,62.2,4773.0,6.37,6.43
0.9,A0,A0,62.8,4677.0,6.13,6.09
0.7,A3,A3,62.2,2428.0,5.63,5.66
0.91,A0,A0,61.9,4138.0,6.12,6.1
1.7,A0,A1,63.0,11138.0,7.67,7.6
0.23,,A2,59.6,499.0,3.99,4.03
0.52,A0,A2,61.0,1707.0,5.15,5.21
0.4,A0,A3,62.5,975.0,4.73,4.65
0.73,A0,A1,62.0,1927.0,5.79,5.76
0.73,A1,A7,62.2,3301.0,5.76,5.82
0.4,A3,A0,63.7,882.0,4.69,4.66
0.81,,A1,62.2,2894.0,5.96,6.0
0.41,,A3,59.4,951.0,4.85,4.89
0.56,,A3,61.6,1963.0,5.27,5.31
0.41,A2,A0,61.4,755.0,4.77,4.81
0.97,A2,A1,59.6,3977.0,6.41,6.47
1.02,A3,A1,63.8,3909.0,6.43,6.33
1.16,,A0,60.0,4872.0,6.82,6.78
0.3,A3,A2,63.1,684.0,4.2,4.23
0.26,A2,A2,63.1,769.0,4.08,4.04
0.7,,A0,60.5,2415.0,5.75,5.68
0.35,A0,A7,59.1,1116.0,4.62,4.59
0.28,,A2,61.1,827.0,4.23,4.28
0.31,A1,A7,61.4,1168.0,4.37,4.42
0.71,A1,A4,62.0,3380.0,5.72,5.66
0.52,A1,A3,62.2,1825.0,5.13,5.16
1.0,A4,A6,65.4,,6.28,6.2
1.02,A0,A2,60.9,8774.0,6.56,6.44
0.71,,A2,60.4,3007.0,5.78,5.81
1.04,A1,A0,61.7,,6.51,6.55
0.9,,A3,60.4,4246.0,6.27,6.24
1.6,,A1,60.6,10646.0,7.55,7.61
0.7,A0,A4,62.6,2887.0,5.66,5.69
1.53,A1,A3,61.7,9189.0,7.36,7.41
1.02,A1,A4,61.0,7654.0,6.54,6.5
1.05,,A2,61.8,5932.0,6.56,6.57
0.52,,A5,63.0,1619.0,5.12,5.1
0.76,A0,A3,61.8,2744.0,5.85,5.89
0.7,A4,A3,65.7,2437.0,5.45,5.51
1.56,A2,A4,62.7,9857.0,7.42,7.37
0.9,,A1,62.7,3780.0,6.16,6.09
0.32,,A7,61.2,949.0,4.4,4.42
0.51,A0,A4,62.0,1758.0,5.14,5.11
0.32,A1,A3,62.4,828.0,4.37,4.35
0.51,A1,A4,62.4,1689.0,5.1,5.13
1.03,A0,A4,62.0,,6.45,6.48
0.44,A0,A5,60.8,990.0,4.93,4.88
2.04,A1,A1,61.5,16800.0,8.15,8.18
2.0,A3,A3,63.7,17760.0,7.88,7.81
1.03,,A1,60.6,4557.0,6.53,6.5
0.71,A1,,62.0,4042.0,5.73,5.77
1.0,A2,A1,63.4,3920.0,6.33,6.29
0.31,A1,A4,61.7,,4.38,4.34
0.7,,,63.3,2415.0,5.67,5.61
0.4,A2,A0,63.0,720.0,4.66,4.7
1.71,A1,A3,61.9,9618.0,7.67,7.61
0.43,A0,A0,61.7,739.0,4.82,4.84
1.01,,A0,63.5,4549.0,6.29,6.33
1.04,A2,A0,63.2,4310.0,6.45,6.4
0.73,A1,A0,62.0,2583.0,5.81,5.84
0.32,,A5,62.0,867.0,4.37,4.41
2.04,A1,A1,62.4,17049.0,8.07,8.14
0.53,,A0,61.7,1753.0,5.23,5.15
0.39,A1,A2,60.6,902.0,4.72,4.75
0.7,A0,A0,62.4,2596.0,5.69,5.63
1.01,,A1,63.9,,6.38,6.33
1.91,,A0,59.6,13092.0,8.02,7.98
0.7,,A0,63.1,2643.0,5.61,5.64
0.4,,A0,63.3,798.0,4.68,4.73
0.63,A1,A7,60.9,3749.0,5.53,5.57
0.4,A1,A7,62.3,,4.69,4.71
0.73,A1,A0,61.4,2886.0,5.79,5.81
0.32,A2,A0,62.7,533.0,4.37,4.4
0.9,,A1,61.3,3556.0,6.16,6.11
0.31,,A0,62.8,418.0,4.29,4.31
1.0,A4,A5,56.7,10752.0,6.66,6.64
1.35,A1,,62.3,6048.0,7.17,7.06
0.46,,A5,62.2,1778.0,4.94,4.97
1.2,A0,A3,62.5,6416.0,6.77,6.73
0.3,A3,A5,64.0,,4.23,4.27
1.51,,A4,61.1,14542.0,7.38,7.41
0.41,,A5,60.7,1295.0,4.81,4.85
1.22,A2,A3,63.3,5979.0,6.74,6.82
0.31,A1,A0,61.4,571.0,4.35,4.38
0.84,A2,A0,59.2,3809.0,6.18,6.21
1.55,A0,A4,61.6,15801.0,7.45,7.38
1.01,,A1,63.7,3998.0,6.32,6.36
0.35,A0,A7,60.6,1044.0,4.54,4.57
0.42,,A0,62.1,761.0,4.84,4.86
1.2,A1,,62.5,6814.0,6.81,6.73
0.5,A1,A3,61.8,1893.0,5.11,5.14
0.3,A1,A3,61.4,626.0,4.33,4.36
0.3,,A4,60.2,610.0,4.39,4.42
0.4,A0,A3,60.4,966.0,4.78,4.75
0.91,A1,A0,62.1,4919.0,6.18,6.21
2.15,,,61.7,14388.0,8.24,8.43
0.92,A0,A1,62.9,3650.0,6.21,6.15
0.31,,A2,61.2,625.0,4.37,4.39
0.6,A0,A2,62.4,2316.0,5.44,5.39
1.06,A0,A6,60.3,3158.0,6.59,6.56
0.96,,A0,63.0,4301.0,6.24,6.21
1.01,,A0,60.3,4642.0,6.53,6.5
0.43,A0,A5,62.3,1264.0,4.83,4.77
1.51,A0,A0,59.6,11129.0,7.47,7.43
1.17,A1,A1,62.7,5842.0,6.7,6.72
1.16,,A1,61.1,5509.0,6.78,6.79
,,A4,63.7,7953.0,7.16,7.28
0.44,A1,A5,61.4,1868.0,4.92,4.95
0.4,,A3,62.3,767.0,4.74,4.77
1.14,,A4,60.3,5148.0,6.83,6.81
1.01,A1,A2,61.8,8532.0,6.46,6.49
0.32,,A0,62.3,584.0,4.36,4.38
0.55,A1,A1,61.4,959.0,5.27,5.29
0.43,,A4,61.2,941.0,4.88,4.83
0.51,,A0,61.3,1546.0,5.18,5.13
1.51,,A2,62.1,13337.0,7.28,7.34
0.3,,A4,61.5,658.0,4.31,4.33
0.61,A1,A1,60.5,1306.0,5.49,5.59
0.43,A1,A7,61.8,1433.0,4.85,4.89
0.91,,A3,61.6,3112.0,6.23,6.28
1.0,,A1,59.5,4626.0,6.52,6.49
2.01,,A3,64.1,18474.0,7.91,7.85
0.31,,A3,62.4,625.0,4.31,4.34
1.24,A1,A4,63.0,5055.0,6.84,6.81
0.55,A1,A3,60.2,2459.0,5.33,5.38
0.7,,A2,62.5,3445.0,5.68,5.75
0.73,,A0,61.5,3453.0,5.79,5.82
0.52,,A2,62.1,1911.0,5.14,5.17
0.24,A1,A3,61.8,536.0,4.02,3.97
0.3,A1,A3,60.9,776.0,4.35,4.32
0.26,,A3,62.9,453.0,4.04,4.07
1.0,A2,A1,63.2,3799.0,6.31,6.25
,,A1,61.9,3619.0,6.18,6.23
0.38,A3,A2,63.4,666.0,4.56,4.62
0.34,A1,A5,61.4,906.0,4.53,4.56
0.5,A1,A3,62.1,1746.0,5.13,5.11
0.34,A1,A0,62.1,596.0,4.47,4.51
0.24,A2,,62.0,449.0,4.0,4.03
0.7,,A3,62.2,3172.0,5.64,5.67
1.08,A1,A0,61.3,6203.0,6.63,6.72
0.32,A2,A3,61.0,645.0,4.38,4.41
0.93,,A3,62.4,5411.0,6.26,6.3
0.38,,,61.8,924.0,4.66,4.68
0.79,,A5,61.5,4858.0,5.98,5.95
1.21,A2,A4,59.3,5604.0,6.98,7.04
1.52,,A3,63.1,,7.19,7.23
1.52,A3,A6,57.3,3105.0,7.53,7.42
0.37,unknown,A4,60.2,803.0,4.63,4.68
0.5,A3,A1,57.1,1141.0,5.23,5.27
1.5,A3,A0,60.5,11399.0,7.32,7.38
0.42,A0,A0,61.7,945.0,4.8,4.76
1.32,A1,A2,59.3,15802.0,7.16,7.23
1.12,,,62.3,5236.0,6.64,6.69
1.2,A0,A0,60.1,7282.0,6.92,6.85
0.3,A1,A3,62.4,565.0,4.29,4.33
1.62,A0,A3,61.1,14826.0,7.56,7.57
0.27,A1,A4,62.0,432.0,4.16,4.19
1.06,A0,A3,62.6,,6.49,6.54
2.01,,A0,64.1,10184.0,7.92,7.88
1.3,A1,A5,62.8,9232.0,6.94,6.97
0.3,,A3,60.4,911.0,4.35,4.33
1.24,A0,A1,59.1,5969.0,7.03,6.98
0.33,A0,A3,60.0,743.0,4.49,4.47
0.3,A1,,61.0,813.0,4.34,4.38
1.7,,A3,62.4,10910.0,7.61,7.56
,,A3,62.0,1619.0,5.26,5.23
0.5,,A4,61.4,1755.0,5.09,5.14
1.0,A1,,61.6,6600.0,6.38,6.44
1.51,,A0,60.4,10088.0,7.33,7.37
0.52,A1,A4,62.7,1689.0,5.14,5.16
0.34,A1,A5,61.9,1084.0,4.51,4.47
0.91,A2,A3,61.0,3664.0,6.2,6.26
0.26,,A0,61.8,447.0,4.12,4.14
0.5,A1,A3,62.5,1629.0,5.1,5.04
0.9,A1,A3,62.3,5160.0,6.18,6.21
0.41,A1,A0,62.9,969.0,4.73,4.71
1.46,A0,A1,62.0,8683.0,7.32,7.23
0.36,,A0,61.5,663.0,4.56,4.64
1.52,,A3,63.5,7504.0,7.28,7.24
1.7,A3,A4,57.6,17330.0,7.86,7.81
0.7,,A0,61.1,2671.0,5.74,5.78
0.45,A1,A4,62.0,888.0,4.92,4.95
1.0,A0,,62.0,3685.0,6.42,6.35
0.5,A0,A4,61.3,1838.0,5.15,5.09
0.43,A1,A4,61.9,943.0,4.84,4.86
0.36,A0,A4,62.3,,4.5,4.55
0.38,A1,A4,61.7,703.0,4.67,4.7
1.3,A1,A1,61.9,5169.0,7.01,6.95
0.31,A0,A1,60.1,593.0,4.4,4.38
0.85,A3,A4,63.6,,6.01,5.94
0.71,A1,A3,61.2,4029.0,5.74,5.78
0.33,,A4,61.4,579.0,4.44,4.49
0.5,,A3,62.4,,5.09,5.11
0.41,A1,A1,61.7,664.0,4.78,4.81
0.7,A2,A3,60.6,2507.0,5.67,5.78
0.82,,A3,59.7,3697.0,6.08,6.04
0.42,A0,A0,63.0,942.0,4.79,4.77
0.31,A1,A0,63.0,698.0,4.32,4.29
0.53,,A3,63.4,1734.0,5.11,5.23
0.7,A0,,59.1,2536.0,5.8,5.77
0.7,,A3,61.8,3011.0,5.67,5.75
0.76,A2,A7,62.6,3367.0,5.8,5.83
1.0,A0,A4,62.3,7336.0,6.38,6.33
0.32,A1,A3,62.4,758.0,4.34,4.38
1.24,A3,A1,58.5,5809.0,7.03,7.1
1.24,A3,A3,58.3,7210.0,7.09,7.15
1.14,,A4,60.9,7750.0,6.7,6.82
0.6,A1,A0,62.1,1390.0,5.39,5.42
1.14,A4,A1,64.4,3403.0,6.56,6.54
1.22,,A3,62.6,8733.0,6.8,6.78
1.0,,A2,63.7,6194.0,6.41,6.36
1.23,A1,A6,61.8,4098.0,6.91,6.85
1.22,,A3,61.6,4562.0,6.86,6.81
2.01,A0,A0,61.3,,8.09,8.05
1.23,A0,A4,61.3,9319.0,6.9,6.94
0.76,,A2,62.0,2167.0,5.86,5.81
0.5,,A2,63.4,1806.0,5.1,5.06
0.31,A0,A0,60.7,,4.36,4.34
0.76,,A0,62.0,3306.0,5.88,5.92
1.22,,,61.5,9581.0,6.84,6.89
0.62,A2,A2,61.3,1615.0,5.48,5.52
0.48,A1,A3,62.4,1279.0,5.03,5.03
0.72,A2,A1,59.7,2050.0,5.83,5.89
0.63,A0,,60.5,3675.0,5.58,5.53
0.54,,A5,61.4,3139.0,5.28,5.25
0.56,A0,A1,60.4,1388.0,5.32,5.37
0.32,A2,A4,62.4,645.0,4.35,4.4
0.34,A0,A3,61.1,956.0,4.48,4.45
1.04,A2,A1,63.1,3780.0,6.39,6.33
0.51,,A1,59.3,1427.0,5.18,5.25
0.95,A1,A0,61.9,4958.0,6.31,6.35
1.0,,A1,61.1,4620.0,6.44,6.48
0.3,,A7,62.0,,4.26,4.29
0.3,,A5,61.6,665.0,4.3,4.34
0.4,A1,A3,62.3,792.0,4.73,4.77
1.51,A3,A0,63.7,8245.0,7.15,7.11
0.34,A3,,57.5,556.0,4.6,4.66
0.32,A3,A7,57.8,1252.0,4.55,4.65
1.05,A2,A0,63.5,4692.0,6.47,6.44
0.72,A3,A3,59.7,2776.0,5.8,5.84
0.62,A1,A2,62.6,2507.0,5.42,5.47
0.44,A2,A2,59.6,1337.0,4.98,4.99
1.71,,A0,60.3,16575.0,7.69,7.77
0.5,A4,A6,63.8,713.0,5.08,4.97
0.87,A1,A3,61.8,4899.0,6.11,6.13
1.01,A1,A0,61.1,5497.0,6.43,6.49
0.72,,A0,62.1,2688.0,5.76,5.8
0.31,A0,A3,61.0,872.0,4.39,4.37
0.31,A0,A2,61.7,698.0,4.4,4.38
1.01,A2,A3,61.9,6047.0,6.37,6.42
1.02,,A3,62.8,6911.0,6.36,6.41
1.03,,A4,62.4,7919.0,6.5,6.41
1.52,,A2,61.2,11979.0,7.48,7.41
0.28,,A3,62.1,508.0,4.19,4.23
1.21,A0,A2,62.5,9757.0,6.84,6.8
1.03,A2,A3,62.0,5266.0,6.45,6.51
0.3,,A4,62.9,526.0,4.28,4.31
